ResponseId,Q179,Q4_4,Q80_1,Q256,Q190,Q191,Q120,Q4_2,Q4_3,Q4_5,Q82_1,Q83_1,Q84,Q219_3,Q219_4,Q243_1,Q243_2,Q243_3,Q243_9,Q211,Q86,Q87
R_3gREvcsaycSUoXP,11-20 Stunden,1,61,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Ohne beruflichen Bildungsabschluss,21075,0,0,0,163,88,6,,,,,,,Zufriedenstellend,1001-1500€,
R_pGhHsOoaWbf3Hbz,31-40 Stunden,,47,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,30453,,,,178,85,5,,,,,,,Gut,,1501-2000€
R_2w6qYxg3G1bgmEa,Nicht erwerbstätig,0,54,Männlich,Abschluss der Polytechnischen Oberschule der DDR,Fachschulabschluss (DDR),63897,1,0,0,177,91,7,stark abgenommen,sich nicht verändert,50,,,91,Zufriedenstellend,2501-3000€,
R_1I3FiFZscLxz0Ax,41-50 Stunden,1,48,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,47447,1,0,0,176,83,2,sich nicht verändert,sich nicht verändert,30,,50,20,Gut,5501-6000€,
R_2WO9ypc3TDjFevV,31-40 Stunden,0,25,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,82467,1,0,0,177,75,3,sich nicht verändert,sich nicht verändert,69,,,50,Zufriedenstellend,2501-3000€,
R_305J8HkPIB7k3xL,11-20 Stunden,,52,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,65719,,,,174,113,8,,,,,,,Weniger gut,,2501-3000€
R_dgr5W21LC0XrdPb,31-40 Stunden,,43,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,74072,,,,172,55,6,,,,,,,Zufriedenstellend,,2001-2500€
R_Xn2n9ltYT7oAhkl,Nicht erwerbstätig,0,65,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Fachschulabschluss (DDR),68723,1,0,0,165,65,2,stark abgenommen,stark abgenommen,50,,,50,Zufriedenstellend,2001-2500€,
R_25Fn7EFivtRz9Nz,21-30 Stunden,1,28,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Fachschulabschluss,Bachelor",96049,1,0,0,188,79,5,stark zugenommen,sich nicht verändert,73,89,80,36,Gut,1001-1500€,
R_3kB51Eu7qqu8Wbw,11-20 Stunden,,33,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,39108,,,,172,64,"0=überhaupt nicht bereit, Risiken einzugehen",,,,,,,Gut,,1501-2000€
R_3QM0ovG9zkjuV7x,41-50 Stunden,2,41,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss,27327,1,0,0,185,81,7,sich nicht verändert,sich nicht verändert,90,40,39,50,Gut,5001-5500€,
R_1GU363BfJzYuzir,31-40 Stunden,2,54,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,44805,1,0,0,168,86,5,sich nicht verändert,sich nicht verändert,63,,,50,Zufriedenstellend,1001-1500€,
R_3oYHajGB8L1QCvO,31-40 Stunden,0,51,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Master,67059,1,0,0,178,80,2,stark abgenommen,sich nicht verändert,90,70,,80,Gut,1501-2000€,
R_1Q0CEcl3ukpbLht,Nicht erwerbstätig,0,47,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,70565,1,0,0,180,95,7,sich nicht verändert,sich nicht verändert,10,,,50,Zufriedenstellend,2001-2500€,
R_3k0NJouLBexok4n,31-40 Stunden,,58,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,47441,,,,172,65,1,,,,,,,Gut,,2501-3000€
R_vwZBwclqz2sOpi1,21-30 Stunden,,58,Männlich,Abschluss der Polytechnischen Oberschule der DDR,Fachschulabschluss,10783,,,,179,92,5,,,,,,,Zufriedenstellend,,2001-2500€
R_1rq6rNhmZm2kDxt,41-50 Stunden,0,44,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,14513,1,0,0,167,67,5,sich nicht verändert,sich nicht verändert,58,20,46,51,Gut,4001-4500€,
R_RKOFLBpKhwxeWf7,31-40 Stunden,1,53,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,34379,1,0,0,178,80,3,sich nicht verändert,sich nicht verändert,50,50,50,50,Gut,4001-4500€,
R_2WSBVbReHwaiLyV,Nicht erwerbstätig,,57,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,09117,,,,163,72,3,,,,,,,Schlecht,,0-500€
R_2qDkA49d6QYZxz6,21-30 Stunden,2,39,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Ohne beruflichen Bildungsabschluss,55252,1,0,0,159,56,2,sich nicht verändert,sich nicht verändert,90,80,95,90,Zufriedenstellend,3501-4000€,
R_3mek7FFe2In6wKS,Mehr als 50 Stunden,,47,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Fachschulabschluss,59067,,,,165,83,"10=sehr bereit, Risiken einzugehen",,,,,,,Schlecht,,1001-1500€
R_1Iow7IA5bYnX1wf,11-20 Stunden,,61,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,07318,,,,176,79,3,,,,,,,Gut,,501-1000€
R_21so1rjmXHOAeam,31-40 Stunden,,53,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,85101,,,,174,112,7,,,,,,,Zufriedenstellend,,2001-2500€
R_2fkfueCXMGGuoK9,31-40 Stunden,,24,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,44287,,,,177,79,"0=überhaupt nicht bereit, Risiken einzugehen",,,,,,,Gut,,1501-2000€
R_129LHU5gfcA8oYA,31-40 Stunden,0,34,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,97769,1,0,0,171,69,8,sich nicht verändert,sich nicht verändert,100,,,79,Zufriedenstellend,1001-1500€,
R_1g6Yjbqz6ZJZFDU,Nicht erwerbstätig,,60,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,66113,,,,186,70,5,,,,,,,Weniger gut,,501-1000€
R_1IKpqExNsKYu737,31-40 Stunden,0,33,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),"Lehre/ Berufsausbildung im dualen System,Bachelor",21465,1,0,0,178,74,6,sich nicht verändert,sich nicht verändert,60,,,43,Gut,3501-4000€,
R_1jHVyEeYURXTMT3,31-40 Stunden,,32,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Master,80995,,,,187,100,4,,,,,,,Gut,,2501-3000€
R_xnqPrhbNtK631h7,1-10 Stunden,,65,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,35463,,,,187,99,1,,,,,,,Weniger gut,,0-500€
R_3qZDyLgep0XL9aP,Nicht erwerbstätig,,97,Divers,Ohne allgemeinen Schulabschluss,Ohne beruflichen Bildungsabschluss,31147,,,,171,83,5,,,,,,,Zufriedenstellend,,0-500€
R_2pQsm9L3cdgE3kX,41-50 Stunden,,59,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,86152,,,,195,112,"0=überhaupt nicht bereit, Risiken einzugehen",,,,,,,Weniger gut,,2501-3000€
R_3kea0O9vx1L2Ljr,31-40 Stunden,,33,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss,37671,,,,189,75,4,,,,,,,Gut,,2001-2500€
R_sA4EzgOLng5sI0h,Nicht erwerbstätig,0,67,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,12249,1,0,0,187,88,4,sich nicht verändert,sich nicht verändert,60,,,20,Zufriedenstellend,3001-3500€,
R_w4tqrNLDpNf6DPr,11-20 Stunden,,59,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,91054,,,,167,63,8,,,,,,,Sehr gut,,501-1000€
R_r0VxnOlpbGGfR61,Nicht erwerbstätig,,41,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Master,07747,,,,178,76,2,,,,,,,Zufriedenstellend,,501-1000€
R_TvzxB1UnoThndy9,31-40 Stunden,2,34,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,90547,1,0,0,183,90,5,leicht zugenommen,leicht zugenommen,58,19,100,50,Gut,5001-5500€,
R_2CNuT174tvMQEak,31-40 Stunden,,48,Männlich,Abschluss der Polytechnischen Oberschule der DDR,Lehre/ Berufsausbildung im dualen System,87452,,,,188,80,2,,,,,,,Gut,,2001-2500€
R_3HXEBEevTkrobEa,31-40 Stunden,,43,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss",63533,,,,165,59,5,,,,,,,Weniger gut,,501-1000€
R_3iwkzAbT0KWXVuV,31-40 Stunden,,48,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,01099,,,,180,73,7,,,,,,,Gut,,1501-2000€
R_2Sw2qoyKnbk1DvX,1-10 Stunden,,26,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Ohne beruflichen Bildungsabschluss,04229,,,,164,50,6,,,,,,,Gut,,0-500€
R_3MRPkN14kGGWiPG,31-40 Stunden,1,43,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Master,Diplom",76137,1,0,0,186,82,8,leicht abgenommen,leicht abgenommen,51,60,50,60,Gut,5001-5500€,
R_2Cddjo9kGt4oGnt,41-50 Stunden,,36,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Master,09125,,,,158,65,7,,,,,,,Gut,,2001-2500€
R_7P9FedEWPscqyfn,Nicht erwerbstätig,0,70,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,28213,1,0,0,169,103,7,sich nicht verändert,sich nicht verändert,50,,,25,Schlecht,2501-3000€,
R_QoCtHC4DqsI7917,Nicht erwerbstätig,,63,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss (DDR),06711,,,,173,72,3,,,,,,,Gut,,1501-2000€
R_333e7WoJnQv776P,31-40 Stunden,,46,Männlich,Abschluss der Polytechnischen Oberschule der DDR,Lehre/ Berufsausbildung im dualen System,09130,,,,165,74,3,,,,,,,Sehr gut,,501-1000€
R_1i8trRjmbuVJAjP,1-10 Stunden,0,67,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss (DDR),39175,1,0,0,174,87,7,leicht zugenommen,sich nicht verändert,20,,,50,Zufriedenstellend,3501-4000€,
R_r39QxowogTkWGlz,0 Stunden,,49,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,46414,,,,184,160,"0=überhaupt nicht bereit, Risiken einzugehen",,,,,,,Sehr gut,,3001-3500€
R_2cdypTNbpuiY7GT,21-30 Stunden,0,24,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,22885,0,2,2,155,56,6,,,,,,,Gut,4501-5000€,
R_OqgEmk33MPmyuY1,31-40 Stunden,,49,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss",94535,,,,190,87,7,,,,,,,Gut,,3501-4000€
R_2UYsTu7eHzzYl1X,Nicht erwerbstätig,,59,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,95676,,,,180,143,4,,,,,,,Schlecht,,501-1000€
R_2sTHMV1bfpxU8Pn,41-50 Stunden,,58,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss,59174,,,,167,60,8,,,,,,,Gut,,3001-3500€
R_9ReovCIp6QZsFCF,Nicht erwerbstätig,0,47,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,58099,1,0,0,173,73,2,sich nicht verändert,sich nicht verändert,100,,,100,Schlecht,2501-3000€,
R_x59PiagBBIpEA1j,0 Stunden,,29,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,91126,,,,160,52,5,,,,,,,Gut,,2001-2500€
R_ekSP1wciW8oYInf,31-40 Stunden,,55,Weiblich,Abschluss der Polytechnischen Oberschule der DDR,"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss (DDR)",04758,,,,165,56,6,,,,,,,Sehr gut,,1001-1500€
R_2QDnUIM3RLTJRcj,21-30 Stunden,1,40,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,35260,1,0,0,175,71,6,sich nicht verändert,sich nicht verändert,50,75,,77,Sehr gut,3501-4000€,
R_2c63nzQOLefwyqB,31-40 Stunden,0,32,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,32278,1,0,0,180,73,3,leicht zugenommen,sich nicht verändert,43,,,50,Gut,3001-3500€,
R_3rYY9K2Ynm4q8j9,Mehr als 50 Stunden,0,52,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,74321,1,0,0,174,85,6,sich nicht verändert,sich nicht verändert,51,,,50,Zufriedenstellend,3001-3500€,
R_3qZFo0t9C4StOaw,41-50 Stunden,0,28,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,45891,1,0,0,162,57,3,sich nicht verändert,sich nicht verändert,80,,,80,Gut,3501-4000€,
R_1LG1GUDevWcIWxX,41-50 Stunden,,50,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,61118,,,,185,126,5,,,,,,,Weniger gut,,5001-5500€
R_3I4R6nxV41OaPP6,21-30 Stunden,,53,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,63741,,,,174,89,6,,,,,,,Zufriedenstellend,,1001-1500€
R_2wTwGETx8zfoIhl,1-10 Stunden,1,39,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,92715,1,0,0,175,85,7,sich nicht verändert,sich nicht verändert,50,33,28,41,Gut,3001-3500€,
R_C1aYttKm2tmIKo9,31-40 Stunden,,52,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,30159,,,,169,76,3,,,,,,,Zufriedenstellend,,1501-2000€
R_273zCDVmuBj8mhm,31-40 Stunden,,64,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss,Diplom",83022,,,,179,109,9,,,,,,,Sehr gut,,1501-2000€
R_2frEVKCJEZgedxC,1-10 Stunden,0,44,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss",09322,1,0,0,173,73,7,stark abgenommen,sich nicht verändert,70,,,60,Gut,3501-4000€,
R_8w7HLevhPaHzeeZ,11-20 Stunden,0,59,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,74838,1,0,0,160,57,3,sich nicht verändert,leicht zugenommen,50,,,70,Gut,4001-4500€,
R_dhdneqPx0t6OQF3,41-50 Stunden,2,58,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,92318,1,0,0,186,103,5,sich nicht verändert,sich nicht verändert,8,,,1,Gut,4001-4500€,
R_3Ms9M2pF8RWZhoI,31-40 Stunden,0,53,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,08056,0,0,0,174,85,6,,,,,,,Gut,1501-2000€,
R_WjH6tYfmqT5uSaJ,11-20 Stunden,,40,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,31691,,,,163,55,8,,,,,,,Gut,,1501-2000€
R_2wFtjbJDmcGaLu0,Nicht erwerbstätig,,48,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,22549,,,,168,72,5,,,,,,,Zufriedenstellend,,1001-1500€
R_0v3gdBICbosdVuN,21-30 Stunden,,64,Weiblich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,61191,,,,160,86,"10=sehr bereit, Risiken einzugehen",,,,,,,Sehr gut,,2001-2500€
R_1Nh8a5DVi9HASOG,41-50 Stunden,,58,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),"Fachschulabschluss (DDR),Master",39638,,,,186,100,9,,,,,,,Gut,,2501-3000€
R_8ombWmHJZ7gaBSV,Nicht erwerbstätig,0,67,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,89299,1,0,0,158,73,3,sich nicht verändert,sich nicht verändert,80,,,95,Gut,2001-2500€,
R_1f9oj8CjnMY0ld3,11-20 Stunden,,59,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,28779,,,,154,108,3,,,,,,,Schlecht,,0-500€
R_2e411Sd8vsyjkJA,11-20 Stunden,,47,Weiblich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,91598,,,,165,69,5,,,,,,,Gut,,1001-1500€
R_2aRKE9s9bDoGi54,21-30 Stunden,,58,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,17139,,,,172,108,6,,,,,,,Gut,,0-500€
R_vqSu3fPCtreTbdn,31-40 Stunden,0,37,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss,30853,1,0,0,198,116,7,leicht zugenommen,leicht zugenommen,64,,,50,Gut,6501-7000€,
R_wXnLWEIJSviGdX3,Nicht erwerbstätig,,61,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,29640,,,,182,99,4,,,,,,,Zufriedenstellend,,1001-1500€
R_3dK3WAUdVNj2QGc,31-40 Stunden,,42,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,30451,,,,181,143,6,,,,,,,Zufriedenstellend,,1501-2000€
R_2SJQpKVAfHfont7,31-40 Stunden,0,33,Weiblich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,75045,1,0,0,177,94,3,,,,,,,Zufriedenstellend,,2001-2500€
R_3nJ0jrWP4FYSwAw,31-40 Stunden,,31,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss",64689,,,,175,83,5,,,,,,,Sehr gut,,4501-5000€
R_1P6qtMtNtvF86pD,Nicht erwerbstätig,0,68,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Master,46149,1,0,0,184,87,3,stark abgenommen,stark abgenommen,60,,,40,Zufriedenstellend,2001-2500€,
R_2Vmfp1ttW1uuP9e,21-30 Stunden,0,35,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,31134,1,0,0,172,83,5,leicht abgenommen,leicht abgenommen,50,,,40,Gut,2001-2500€,
R_2xFVXSIj2jiGl1o,Nicht erwerbstätig,0,24,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,24966,0,2,1,175,59,5,,,,,,,Sehr gut,4001-4500€,
R_2CEANTGLfUxWnEi,1-10 Stunden,2,45,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,93073,1,0,0,177,123,5,stark abgenommen,sich nicht verändert,,,,,Zufriedenstellend,2501-3000€,
R_1igJWCOvCey7V5q,41-50 Stunden,0,35,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Master,44787,1,0,0,185,74,8,sich nicht verändert,sich nicht verändert,71,,,44,Sehr gut,4501-5000€,
R_30cO3PNtp984tmo,31-40 Stunden,0,27,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,34132,1,0,0,168,70,2,sich nicht verändert,sich nicht verändert,41,,,50,Gut,2501-3000€,
R_2aKv19V8vtK94kU,31-40 Stunden,,40,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,33617,,,,160,70,6,,,,,,,Gut,,1501-2000€
R_vNwnedeLM9AsyK5,31-40 Stunden,0,27,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,08060,1,0,0,183,90,4,sich nicht verändert,leicht abgenommen,18,,,50,Gut,2501-3000€,
R_3fH1Zf5NMDjcxN6,11-20 Stunden,0,29,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Ohne beruflichen Bildungsabschluss,61389,1,0,0,168,67,2,sich nicht verändert,sich nicht verändert,95,,,95,Zufriedenstellend,3501-4000€,
R_qQmdpjkFd0p3Bf3,0 Stunden,,23,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,04318,,,,169,75,7,,,,,,,Zufriedenstellend,,1001-1500€
R_3PKTG1JAnCF82Ga,31-40 Stunden,,53,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Master,88605,,,,164,62,6,,,,,,,Gut,,2501-3000€
R_3shswooOlGqY0Dq,31-40 Stunden,,61,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss,Diplom",17192,,,,184,102,6,,,,,,,Gut,,3001-3500€
R_1LYdY48Uz8ppD2n,31-40 Stunden,1,49,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,85238,1,0,0,164,57,4,sich nicht verändert,sich nicht verändert,100,,,100,Zufriedenstellend,5001-5500€,
R_22sGqeJOYHipqnw,31-40 Stunden,0,65,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,60386,1,0,0,178,84,3,sich nicht verändert,sich nicht verändert,50,,,50,Weniger gut,2501-3000€,
R_2ExZZkWDYHBkWta,41-50 Stunden,2,64,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,38120,1,0,0,176,101,3,sich nicht verändert,sich nicht verändert,50,,,17,Weniger gut,3001-3500€,
R_2wAnB5TpMiQzezO,11-20 Stunden,1,27,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,67105,1,0,0,187,82,8,sich nicht verändert,leicht abgenommen,50,55,50,70,Gut,2501-3000€,
R_3Dwj3lD437v0op5,41-50 Stunden,,47,Männlich,Abschluss der Polytechnischen Oberschule der DDR,Lehre/ Berufsausbildung im dualen System,08112,,,,182,82,6,,,,,,,Gut,,2501-3000€
R_2dSCLOhTajQcTlQ,31-40 Stunden,,52,Divers,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Fachschulabschluss,Master",77723,,,,184,90,"0=überhaupt nicht bereit, Risiken einzugehen",,,,,,,Weniger gut,,0-500€
R_1GZf0HiXOKdueY9,Mehr als 50 Stunden,,41,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Promotion,55122,,,,183,82,2,,,,,,,Gut,,3001-3500€
R_BSsoLpcxIldvDFL,21-30 Stunden,0,53,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,48149,2,0,0,169,63,"0=überhaupt nicht bereit, Risiken einzugehen",,,,,,,Gut,,1501-2000€
R_3s0wxjMumIZoe8A,31-40 Stunden,0,33,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Lehre/ Berufsausbildung im dualen System,Bachelor",25746,1,0,0,188,80,5,sich nicht verändert,sich nicht verändert,40,,,36,Gut,3501-4000€,
R_3Mi1KWy8NvyQHSU,Nicht erwerbstätig,1,31,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Master,86150,1,0,0,155,48,4,sich nicht verändert,sich nicht verändert,50,3,0,4,Gut,4001-4500€,
R_pac0J69B6rQvRrH,31-40 Stunden,1,61,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,81739,1,0,0,180,68,8,sich nicht verändert,sich nicht verändert,30,,,50,Sehr gut,5001-5500€,
R_Uo5T0RAVHZX7Q2d,31-40 Stunden,0,50,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Ohne beruflichen Bildungsabschluss,49214,1,0,0,187,87,2,sich nicht verändert,sich nicht verändert,50,,,50,Sehr gut,2501-3000€,
R_sBa12LJjr0waA81,0 Stunden,3,35,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,67122,1,0,0,168,70,4,sich nicht verändert,sich nicht verändert,50,100,,76,Gut,3501-4000€,
